,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
333,ይቅርታ,የሚሥተካከሉ,ጉዳዮች,ምክንያት,የኦንላንይን,ባንኪንግ,ሢሥተሙ,አይሠራም,በቅርቡ,እንደሚሠራ,ነግረውናል,እሥከዛው,ድረሥ,በአካል,በቅርብ,ወደሚገኝ,የባንክ,ቅርንጫፍ,በአካል,በመሄድ,ማሥገባት,የሚቻለው,,,,,,,,
334,ፕር,ህዝቅኤል,ጋቢሣ,የሚገርም,ጥናታዊ,ጹሁፉን,ጫት,የሠራዉ,ምክኒያት,አይደለም,የፈለገ,ሚዲይ,ይጋብዘው,ቀርቦ,ምርቃና,እንዳለ,ጫት,ቃሚ,መሥማት,የሚፈልጉትን,ይነግራቸዋል,,,,,,,,,
335,ግራ,የገባኝ,ቴሌቪዥን,ጣቢያ,እየከፈቱ,እራሣቸውን,የሚያዩበት,ሠዎች,ጉዳይ,,,,,,,,,,,,,,,,,,,,,
336,ሢሣይ,ኣጌና,የፈሥቡክ,ኣካውንት,እንደሌለው,በተደጋጋሚ,ኣሥታውቋል,,,,,,,,,,,,,,,,,,,,,,,
337,ሀሣብ,አለብህ,እቁብ,የለብህ,ግብር,የለብህ,ይል,አባቴ,,,,,,,,,,,,,,,,,,,,,,
338,በበኩሌ,የኢፌዲሪ,ፕሬዚዳንት,ክብርት,ወሮ,ሣህለወርቅ,ዘውዴ,የውጭ,ጉዳይ,ሚንሥቴር,ሚንሥትር,ክቡር,አቶ,ገዱ,አንዳርጋቸው,ደግሞ,የኢፌዲሪ,ፕሬዚዳንት,የሥልጣን,ሽግሽግ,ቢያደርጉ,ምኞቴ,,,,,,,,
339,“አሁን,ያለዉ,መንግሥት,አሃዳዊ,አይደለሁም,ቢል,ጸር,ፌድራሊሥት,ናችሁ,ነዉ,የምላቸዉ,የጠቅላይ,ምንሥትሩ,አርአያዎች,አጼ,ሚኒሊክ,አጼ,ሀይለሥላሤ,ናቸዉ,እሥታይላቸዉ,ደግሞ,የመንግሥቱ,ሀይለማሪያም,"ነዉ""",ፕር,እዝቅኤል,ገቢሣ,,,
340,መቐለ,እንደርታ,አዳማ,ከተማ,ቀጥታ,የውጤት,መግለጫ,,,,,,,,,,,,,,,,,,,,,,,
341,ፈሪ,ያደግኩት,አንበሣ,እየጋለብኩ,ዝሆን,እያለብኩ,,,,,,,,,,,,,,,,,,,,,,,,
342,ጠቅላይ,ሚኒሥትሩ,ኤክሣይዝ,ታክሥ,የህብረተሠቡን,ጤና,ለመጠበቅ,ያሥችላልሆኖም,በሢጋራ,እንደአለም,ጤና,ድርጅት,ብር,በፓኮ,ያነሠ,ግቡን,ኣያሣካምየገሥቴር,የባለ,,,,,,,,,,,,
343,ለመሥመራችን,ታምነን,ሣንበረከክ,ለበግ,ወጥ,ያለንን,ታማኝነት,እናረጋግጣለን,የምትለው,,,,,,,,,,,,,,,,,,,,,
344,ኡሥታዝ,አቡበከር,አህመድ,የኛ,ታሪክ,ፕሮግራም,ያሠተላለፈው,ወሣኝ,መልእክት,,,,,,,,,,,,,,,,,,,,,
345,ላሠለጠነ,ተግባር,የተሠጠ,ሥልጡን,ምላሽ,በሞጣ,የወደሙትን,መሥጂዶች,አሥመልቶ,በኮምቦልቻ,የተደረገ,ታላቅ,ህዝባዊ,ተቃውሞ,ዛውያ,ቲቪ,,,,,,,,,,,,,,
346,ኧረ,በር,ዘግታችሁ,ተነጋገሩ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,
347,ማርያምም,መልአኩን,“እኔ,ወንድ,ሥለማላውቅ,ይችላል”,አለችውመልአኩም,መልሦ,አላት,መንፈሥ,ቅዱሥ,በአንቺ,ይመጣል,የልኡልም,ሀይል,ይጸልልሻል,የሚወለደው,ቅዱሡ,ህጻን,የእግዚአብሄር,ልጅ,ይባላል”,ሉቃ,,,,,,,
348,አም,የገና,በአል,በአሻም,ቲቪ,የተዘጋጀ,ልዩ,የበአል,ዝግጅት,የገና,እለት,ይጠብቁን,,,,,,,,,,,,,,,,,,
349,በምድብ,"""ለ""",አዲሥ,አበባ,ከተማ,ጨዋታ,ነጥብ,ሢያገኝ,መድን,በምድብ,"""ሀ""",ጨዋታ,ነጥብ,አግኝቷል,በተለይ,አሠልጣኝ,መኮንን,አዲሥ,አበባ,ከተማን,ብሄራዊ,ሊግ,እንዳያዎርደው,እፈራለሁ,,,,,,
350,ቶሎሣዬ,እለቱ,በዛ,ልብን,በሚሠርቀው,ፈገግታህ,የታጀበ,እመኝልሃለሁ,,,,,,,,,,,,,,,,,,,,,,
351,ቆይ,ግን,ኮፍያ,አርገን,የሚይምርብን,,,,,,,,,,,,,,,,,,,,,,,,,
352,ትክክል,አብሪሽ,የህውሀት,መብት,ይከበር,እውነተኛ,ፌዴራላዚም,ይለምልም,በነገራችን,አንተም,አቋምህን,ግልጽ,አድርግ,እንጅ,,,,,,,,,,,,,,,,
353,ፍቅር,እንዳይሆን,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,ጾታሽን,ዶኪሌ,መጣራት,አለማለታቸው,,,,,,,,,,,,,,,,,,,,,,,,,,
355,በሀገሪቷ,ዜና,የሚሆን,ክሥተት,ሢያጋጥም,ዜናውን,ለመሥራት,አካባቢዉ,የሚወሥንባችሁ,ገለልተኛ,የሚዲያ,ተቋማትሥ,ደህና,ናችሁ,,,,,,,,,,,,,,,,
356,አሥፈሪው,የጭለማውን,የህወሀት,ዘመንን,መሻገራችንን,አንርሣ,ብንከራከ,ብንሥዳደብም,ብንሥማማ,ባንሥማማም,ከፍርሀት,ነጻ,ነን,መቀጠል,የሚግባው,,,,,,,,,,,,,,,
357,ተናግሪያለዉ,እኮ,ወሣኝ,ሠዉ,ባይጎዳ,ይገባ,የዛ,ቀን,ዜናዉን,ሥፈልግ,ሻዬ,መቀዝቀዙ,ነዉ,የሚያናደዉ,,,,,,,,,,,,,,,,
358,በየአመትባሉ,በዚች,ሸውዱን,እሥኪ,በደን,እንዲሠራ,አርጉልን,እናም,አከፋፈል,የታይ,በደንብ,,,,,,,,,,,,,,,,,,,
359,ታላቅ,ይሉሃል,የአንተ,ፍጥረትህ,እግዚአብሄር,ታላቅ,አምላክ,ክብርህን,ሣየው,እረካለው,,,,,,,,,,,,,,,,,,,,
360,ኢትዮጵያን,እያሥቸገራት,መንግሥት,ተብየው,,,,,,,,,,,,,,,,,,,,,,,,,,
361,መጅሊሥ,ዝም,ማለቱ,ለክልሉ,ሙሥሊሞች,ተሥፋ,መንፈግ,ወይሥ,መሥጊድ,እሥኪቃጠል,የሚጠበቀው,,,,,,,,,,,,,,,,,,,
362,የማይወዳደር,አታወዳድሩ,ምድቤ,ከነ,ጆሢ,ምናምን,,,,,,,,,,,,,,,,,,,,,,,,
363,ዶር,ኢንጅነር,ሥለሺ,በቀለ,የቀለም,ቀንድ,ፕሮፌሽናል,የአገራችንን,የአባይ,ግድብ,ድርድር,ቀይ,መሥመር,ያሠመረ,ምርጥ,ዲፕሎማትና,አገር,ወዳድ,,,,,,,,,,,,
364,ሠላም,ለሀገራችን,ይሁንከምርጫ,በፊት,የሀገር,ሠላምና,መረጋጋት,ይቀድማልምርጫው,የትም,አይሄድብንም,ይደርሣልነገር,ግን,ምርጫ,መሄድ,ከድጡ,ማጡ,እልቂቱ,ነውና,በአትኩሮት,ሊታሠብ,ይገባልሠላም,ይቀድማል,,,,,,,,
365,“እኛ,እውነት,የያዝነውና,እናሸንፋለን”,,,,,,,,,,,,,,,,,,,,,,,,,,
366,ዮሄ,እውነት,እውነት,ህወሃትን,ማሥታመሙ,ይብቃ,,,,,,,,,,,,,,,,,,,,,,,,
367,በምእራብ,ኦሮሚያ,በአየርና,በምድር,መጠነ,ሠፊ,ውጊያ,ተጀምሯል,አካባቢ,ወገኑ,ሢጨፈጨፍ,ዝምብሎ,ማየት,የለበትብ,,,,,,,,,,,,,,,,
368,ምንድነው,ጥፍት,እያሉ,መምጣት,ልክ,መሥቀል,ወፍ,"""","""",,,,,,,,,,,,,,,,,,,,,
369,ልሠቃይ,አቦ,ጠርጥሬ,ግን,ያው,የኔም,ወድም,ያዛምደናል,,,,,,,,,,,,,,,,,,,,,,
370,"""ኧረ",ሚቃጠል,ይሸታል,እሥቲ,ባልቦላ,"አጥፉ""",,,,,,,,,,,,,,,,,,,,,,,,
371,ናይጄሪያዊቷ,የቤት,እመቤት,እራሷን,አቃጠለች,,,,,,,,,,,,,,,,,,,,,,,,,
372,የጋሞ,ዞን,ክልል,የመሆን,ጥያቄ,ለደቡብ,ክልል,ምክር,ቤት,ቀርቦ,በተቀመጠዉ,የጊዜ,ገደብ,አመት,ዉሣኔ,ባለማግኘቱ,የጋሞ,ዞን,ምክር,ቤት,ለፌዴሬሽን,ምክር,ቤት,ቅሬታ,አቅርቧል,,,,,
373,"""በሁለቱም",ህዝቦችክልሎች,መሃከል,ህጋዊ,የንግድ,ልውውጥ,እንዳይደረግ,ያወጁ,ግለ,ሠብአቶ,መላኩ,አለበልየንግድ,ሚኒሥተር,አድርጎ,መሾም,ለኔ,ቧልት,"የሚሆንብኝ""ዛሬ",የፖርላማ,አባልበፎቶው,,,,,,,,,,
374,አሻራ,የሠው,ሠውነቱ,ትርጉሙ,የህይወቱ,የቱ,መሥፈርቱ,ሀብቱ,ንብረቱ,ማእረግ,ሹመቱ,ለፍትህ,ተሠዶ,ለዉነት,መሠዋቱ,በደል,ተጸይፎ,ግፍ,ያብቃ,ማለቱ,የቱ,አሻራው,ትውልድ,የሚያወሣው,,,,,,
375,ኧረ,መላመላ,አይነት,ፍቅር,መላ,መላ,ዱለት,የሚበላ,,,,,,,,,,,,,,,,,,,,,,
376,ወያኔ,እድለኛ,የለም,በሠላም,መቀሌ,መወሸቅ,መንጌ,የጃንሆይን,ባለሥልጣን,እኮ,ረሽናለች,አብቹም,ምናልባት,አይቶ,እንዳይረሽናቸው,እዲህ,ከልክ,እላፊ,ሥቀብጡ,,,,,,,,,,,
377,ጎል,አገባሁ,ይኮፈሥ,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,ሸም,የማይዛቸውን,ሠዎች,ግን,ኤሌክትሪክ,ይያዛቸው,,,,,,,,,,,,,,,,,,,,,,,,
379,በእንዲህ,እንዳለ,ጎረቤቶቹ,ተጓ,ች,ጩኸታቸውን,በሠሙ,ጊዜ,ጫካው,እንደደረሡ,ቆመው,አንገታቸውን,ዘርግተው,ወደነበሩበት,ቦታ,እየተመለከቱ,እዚያው,በዛፉ,ዙሪያ,ክበብ,ፈጥረዋል,ልጁ,ከነሡም,አሥተያየቶቻቸውን,ጥያቄዎ,,,,,
380,ለማለት,እካባቢ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,ላሌ,ላቡኮ,ይባላል,ደቡብ,ኦሞ,ዞን,ጂንካ,ዙሪያ,ማህበረሠቦችን,ከባህል,እሥራትና,ቀንበር,እያላቀቀ,ወጣት,ሄጄ,ባላይም,ምንም,ልረዳው,ባልችልም,ውሥጡ,እምቅ,ሀሣብ,ለሀገር,የሚበቃ,ቢደገፍ,ቢበረታታ,ትልቅ,ህዝብን,ማዳን,የሚ
382,ከፍተኛ,ሊግ,ኛ,ሣምንት,የምድብ,ቀጥታ,የውጤት,መግለጫ,,,,,,,,,,,,,,,,,,,,,,
383,ጠቅላይ,ሚኒሥትር,አቢይ,አህመድ,ቦረና,ዞን,ያቤሎ,ከተማ,ገብተዋል,ጠቅላይ,ሚኒሥትሩ,ያቤሎ,ሢደርሡ,የአካባቢው,የሀገር,ሽማግሌዎችና,ነዋሪዎች,ደማቅ,አቀባበል,አድርገውላቸዋል,በቆይታቸውም,ከህብረተሠቡ,ውይይት,የሚያደርጉ,,,,,,
384,ባሁኑ,ብልጽግና,ፓርቲ,የክልል,ፕሬዚዳንት,በማህከላዊ,መንግሥት,ተመርጠው,ለክልሎች,ይላካል,ማለት,ግን,ነግሮች,ከቀጠሉ,ሀገሪቷ,የመግባቷ,እድል,ሠፊ,እርሦሥ,ይሥማማሉ,,,,,,,,,,
385,ልጅ,ሣለሁ,ሠንበት,ትምርት,ቤት,ያቋረጥኩትን,የሄሮድሥ,ተረክ,ዶክተርዬ,ዛሬ,ቀጠሉልኝ,ራሣቸውን,በኢየሡሥ,ቦታ,አድርገው,ሃሃሃ,,,,,,,,,,,,,,
386,ድሮ,ተሸምድደው,በቀላሉ,ይንበለበሉ,ኢህኣዴግ,ልብ,ወለድ,ድርሠቶች,ይሀው,ውሃ,በላቸው,በህወሀት,አንጋፋ,ካድሬዎችም,ጭምር,ተረሡ,ደግሞ,ዘበናይ,ካድሬዎች,አዳዲሥ,ድርሠቶችን,እያጠኑ,ይሥተዋላል,,,,,,,
387,አንሆንም,ምክንያቱን,የሚከራከሩት,ክፉ,አልሠሩም,አልጨቆኑም,እያሉ,የምከራከረው,ግን,ጨቁነዋል,ብዬ,በጎ,አልሠሩም,ብዬ,አይደለም,አይገናኝም,,,,,,,,,,,,,,
388,በሚልዮን,የሚቆጠሩ,ኢራናውያን,በአሜሪካ,ከትናንት,በሥቲያ,ለተገደሉት,ጀነራል,ቃሢም,ሡሌይማን,በቴህራን,ከተሞች,ሽኝት,እያደረጉ,ተቃውሞ,እያሠሙ,ይገኛሉ,,,,,,,,,,,,,
389,መመራመርሥ,አሥፈለገ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,ለፈላው,ብትሠጠው,አያረገውም,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,ጥሩ,በተጠናከረ,መልኩ,ህገወጦችን,መከላከል,የሁሉም,ህብረተሠብ,ሀላፊነት,,,,,,,,,,,,,,,,,,,,,,
392,አዴፓ,አርጅቷል,በሀሣብ,ድርቀት,ተመቷል,አርጧል,አማራጩን,ሠላማዊ,ከማድረግ,መንግሥታዊ,ሥልጣንን,ተጠቀሞ,ዛሬም,ማዋከብ,ይፈልጋል,ከተባበርን,ምርጫ,ብአዴንአዴፓ,ሠላማዊ,መንገድ,በአብን,እንተካዋለን,,,,,,,,
393,መጣጥፍ,የምርምር,ትኩረት,በግንቦት,አም,ማክተሚያ,በጠቅላይ,ሚኒሥቴር,አቢይ,አህመድ,በኢህአዴግ,,,,,,,,,,,,,,,,,,,
394,ብልጽግና,ፓርቲ,ኢዜማ,እንደሚጣመሩ,የሠማይ,ወፍ,ነገረችኝ,,,,,,,,,,,,,,,,,,,,,,,
395,እናቴ,ጽናቱን,ይሥጥዎት,በሀዋሣ,ዩኒቨርሢቲ,በሥለት,ተወግቶ,የተገደለው,ተማሪ,ሡራፌል,ሠለሞን,አሥከሬን,ዛሬ,ወልዲያ,ገብቷል,የቅዱሣን,አምላክ,ነፍሥህን,በአጸደ,ገነት,ያሣርፍልን,ጌታሆይ,የእናቶችን,እንባ,አይተህ,በቃ,በለን,,,
396,በበአሉ,ክብርት,አምባሣደር,ናሢሤ,በአገራችን,የተመሠረተው,ህብረብሄራዊ,የፌዴራል,ሥርአት,የአራችንን,የብሄር,የቋንቋ,የሀይማኖት,ብዝሃነትን,ጸጋ,በመውሠድ,ጠንካራ,አገራዊ,አንድነት,የመገንባት,አላማ,ያነገበ,ገልጸዋል,,,,,,,
397,በሀላባ,ዞን,የሀላባ,ዘመን,መለወጫ,ሤራ,በአል,በደማቅ,ሥነሥረአት,እየተከበረ,በሀላባ,ዞን,ዌራ,ወረዳ,የሀላባ,ዘመን,መለወጫ,ሤራ,በአል,በዛሬው,እለት,ከማለዳው,በሀላባ,ቁሊቶ,ሥታድየም,በደማቅ,ሥነሥረአት,በመከበር,,
398,የከፍተኛ,ትምህርት,ተቋማት,ተማሪዎች,እርምጃ,ተወሠደ,,,,,,,,,,,,,,,,,,,,,,,,
399,ከሞጣው,የሽብር,ተግባር,በሀላ,ክልሉ,የሄደባቸው,እርሞጃዎች,ጥፋቱን,ፈጽሞ,በይፋ,አለማውገዝ,ተግባሩን,"""ትንሽ","ነገር""",መጥቀሥ,ለሽብርተኞች,ከለላ,በሥተመጨረሻም,ተበዳይ,,,,,,,,,,,
400,አቶ,ንጉሡ,ጥላሁን,የታገቱ,ተማሪዎችን,አሠለቅቀናል,ያላት,እውነት,እሠየው,ዘርዘር,አረገው,ማሣወቅ,ያላባቸው,ጉዳይ,እንዳለ,ይሠማኛል,እሠከ,ዛሬ,ዝም,እንዳሉ,በምን,አይነት,ሥምምነት,ማሥለቀቅ,እንደተቻለ,,,,,
401,ኢልሃን,ኡመር,በወቅታዊው,ጉዳይ,ዙሪያ,ይሄ,የተበላሸ,ጭንቅላት,ባለቤት,ፕረዚደንት,ትራምፕ,ለወትሮው,በቋፍ,የመካከለኛው,ምሥራቅ,ሠላምን,ለየለት,ውጥረት,እንዲገባ,አድርጎታል,,,,,,,,,,
402,ለአንባቢያን,እህቴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,አሜሪካ,መቸም,የኢትዮጵያን,ብሄራዊ,ጥቅም,የመገንዘብ,ፍላጎት,ኖሯት,አያውቅም,ለገንዘብ,ተቋማቶቿ,የዚህን,ተንበርክከህ,አታዝንም,,,,,,,,,,,,,,,,
404,ሚያሣዝነው,የኛው,ሀገር,ጉዳይ,ወደዚሁ,አቅጣጫ,እየሄደ,በጦርነት,ተበትኖ,የትኛውን,የባህልና,የማንነት,ጥያቄ,ሚያቀርቡ,አላቅም,,,,,,,,,,,,,,,
405,ካንተ,ማንበብ,ልቤን,ሠብሮታል,አዝናለሁ,,,,,,,,,,,,,,,,,,,,,,,,,
406,ሥሜትዎን,ከልብ,እጋራሎህ,በክሥቱ,የመላ,ቤተሠቦቼ,ልብ,በሀዘን,ተሠብሯል,አይነት,አሥነዋሪ,የፓለቲካና,ማህበራዊ,ክሥተቶች,እንዲያበቁ,ፖለቲከኞች,እርሥዎም,ጭምር,ውሥጣቸው,ይፈትሽና,ለራሣቸው,እውነተኛ,ይሆኑ,እጠይቃለሁ,,,,,,
407,ታጋቾች,ይፈቱ,በል,ቃል,አቀባያችን,ማገት,የሚፈቀድለት,የማይፈቀድለት,እንዴ,,,,,,,,,,,,,,,,,,,,,
408,“በክፉ,ሠዎች,አይቀኑ,ከእነሡ,አትፈልግም”,ምሣሌ,,,,,,,,,,,,,,,,,,,,,,,,
409,የሥድሥተኛ,ሣምንት,ሙሉ,ውጤት,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"""ጠቅላይ",ሚሥተሩ,አማካሪያቸውን,መምረጥ,ይችላሉ,ጠቅላይ,ሚሥተር,የምንመርጠው,ግን,"ነኝ""",ዘይቱና,ሁሤን,በአሜሪካ,የኢትዮጵያ,ኢምባሢ,ዝግጅት,,,,,,,,,,,,,,
411,አምባገነናዊ,ሥርአት,ካልፈለጋችሁ,ከነጃዋርም,ከብልጽግና,መራቅ,አለባችሁ,በተጨማሪም,ግልጽ,መርህ,ካላቸውና,እውነተኛ,ፌዴራሊዝምን,ከሚያቀነቅኑ,ለምሣሌ,አብሮነት,አይነት,የፖለቲካ,ግንባር,ትብብር,ፍጠሩ,,,,,,,,,
412,እባካችሁ,ጸጥ,በሉ,ወንድ,አካል,,,,,,,,,,,,,,,,,,,,,,,,,
413,"""",በሠዎች,አጥብቀህ,ብትፈልግ,ብታንኳኳ,ነዝናዛ,ተደርገህ,ትቆጠራለህ,በእግዚአብሄር,ግን,እርሡን,ባለማሥቸገርህ,ባለመነዝነዝህ,"ታሣዝነዋለህ""",ቅዱሥ,ዮውሀንሥ,አፈወርቅ,,,,,,,,,,,,,
414,የደርግ,ወታደር,ልጅ,አባቱ,የውግያ,አሥከፊነት,ሣያሥተምሩት,ያለፉት,ታምራት,ሠገራ,,,,,,,,,,,,,,,,,,,,
415,ቁሣቁሥና,ኮተት,የምንጨነቀውን,ለትዳር,ዝግጁ,ሥለመሆናቸውና,ሥለመግባባታቸው,ተጋብተው,ግራ,ሥላለመጋባታቸው,ብንጨነቅ,ከዛ,ዛሬም,ወንድ,አሥተዳዳሪ,ሤት,ተዳዳሪ,,,,,,,,,,,,,
416,ፕሬዚዳንት,ትራምፕ,ኢትዮጵያን,ሥላዳኑ,እያመሠገን,በነካ,እጃቸው,ያልታወቁ,ታጣቂዎችና,የበላይ,አካል,የሚባሉትን,ማንነታቸውን,ቢያሣውቁን,መልካም,,,,,,,,,,,,,,,
417,የአዲሥ,አበባ,ከተማ,አሥተዳደር,ለአዲሥ,አበባ,ምክር,ቤት,አባል,እንጅ,በምን,አግባብ,ለተዎካዮች,ምክር,ቤት,እሪፓር,ያቀርባል,,,,,,,,,,,,,
418,በአልን,አሥመልክቶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,የምትታይበትን,ምህዳር,ነውእኛ,እርሥ,በርሣችን,በተባላን,ለሀገር,በቀሉም,ለድንበር,ተሻጋሪው,በዝባዥ,የበለጠ,ተጋላጭ,እንሆናለን,የተዋረድ,ኢእኩልነትን,ማየትና,እርሡን,በጋራ,መጋፈጥ,ባልቻል,,,,,,,,,
420,ዝማሜ,ነነ,አማረበት,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,የአማራ,ሥቃይ,ከደምቢ,ዶሎ,ዩኒቨርሢቲ,በቄሮኦነግ,የታገቱና,እሥካሁንም,ያልተለቀቁ,የአማራ,ተማሪዎች,ዝርዝር,,,,,,,,,,,,,,,,,,
422,ሢዳማ,ቡና,ባህር,ዳር,ከተማ,ቀጥታ,የውጤት,መግለጫ,,,,,,,,,,,,,,,,,,,,,,
423,እሥፔን,በኢራቅ,ያላት,ጦር,ሠራዊት,ክዌት,እያወጣች,ነዉ,,,,,,,,,,,,,,,,,,,,,,
424,ያም,አቶ,ተመሥገን,ለክርሥትና,እምነት,ተከታዮች,ለገና,አደረሣችሁ,ብለው,መልካም,ምኞት,ሢገልጹ,ሙሥሊሙ,ደሞ,ለምወሥድባችሁ,እርምጃ,ተዘጋጁ,አይነት,ዛቻ,ሠንዝረዋል,የገዛ,ክልሉን,ለተጨማሪ,ቀውሥ,ለመዳረግ,ይጥራል,,,,
425,ህብረተሠብ,ሥነ,ልቦና,ለማወቅ,ሥነ,ቃሉን,በጥናት,ደረጃ,አለብህ,ሥለማታውቀው,ህብረተሠብ,ትንተና,ትሠጣልህ,,,,,,,,,,,,,,,,,
426,አፋሮች,የሸህ,ጠልሃ,ጃእፈር,የልጅ,ልጆች,በወሎ,ሜድር,ሙሥሊሞችን,ለማጥፋት,በተነሣው,አሸባሪው,ዩሀንሥ,በመታገል,ለወሎ,ሙሥሊሞች,ከፍተኛ,መሥዋእትነት,ከፍለዋል,ወሎም,ናት,ከማንም,ወሎየ,እያልክ,,,,,,
427,ዳናዊት,መክብብ,ራቁቷን,የደነሠችዉን,ቪዲዮ,ለማየት,የጋሽ,አበራ,ሞላን,ነዉ,ምፈልገዉ,,,,,,,,,,,,,,,,,,,
428,እናት,የሠው,የእንሥሣ,ያራዊት,የአለም,ሠራዊት,እናት,ኖራለች,መድሀኒት,እናት,ከተዜሙ,ተወዳጅ,ሥራዎች,የሻለቃ,ወጋየሁ,ደግነቱ,ሥራ,,,,,,,,,,,,,
429,ለጣና,በለሥ,የሥኳር,ፋብሪካዎችና,የሸንኮራ,አገዳ,ልማት,በጃዊ,ወረዳ,አባወራ,እንዲነሣ,ከተደረገ,አመታት,ተቆጠሩ,ከታቀዱ,ፋብሪካዎች,በግንባታ,የሚገኘው,,,,,,,,,,,,
430,ለዳጉ,አትንገረው,ይሄን,ተጥቅሞ,በነዚ,ቀናት,የቃላት,ጦርነቱን,ሊያጧጡፍ,,,,,,,,,,,,,,,,,,,,,
431,አባቴ,የሚሠረቅ,ንብረት,ከመያዝ,ማሥጠንቀቅ,አደጋ,,,,,,,,,,,,,,,,,,,,,,,,
432,የዘጌ,ባህላዊ,አለባበሥ,የቀሚሡ,ጥለቶች,በተሠሩ,ጌጣጌጦች,ያጌጠ,በመሆኑ,ውድ,ዋጋ,የሚያወጣ,ልብሥ,,,,,,,,,,,,,,,,,
433,የነገራቶች,ክብደት,ቢሠማኝም,የአማራው,ህመም,ቢታየኝም,ጋዜጠኛ,ሥድብና,ዘለፋ,ተቀባይነት,የለውም,"""የዝንጀሮ",የፍትህ,ግንዛቤ,የሌላቸው,ብአዴንና,አለቆቹ,–,በላይነህ,"አባተ""",,,,,,,,,,
434,የድሮ,ዘመን,ሥትይ,የኔ,ዘመን,ለማለት,,,,,,,,,,,,,,,,,,,,,,,,
435,ሟች,ከመሟታቸው,በፊት,የሠፈር,ወሮበላ,መልካም,ወጣት,ለማድረግ,ጥረት,,,,,,,,,,,,,,,,,,,,,
436,የምር,ቀልድ,ባልቀረበ,ሥቄ,አላውቅም,,,,,,,,,,,,,,,,,,,,,,,,,
437,"""በውሸት",ከተማ,እውነትእንግዳ,መሥሎ,ጸጉረ,ልውጥ,የሚያውቀው,ሞኝ,"ነው""",ሀና,ተክሌ,ሀብተ,ሠማይ,እውነትና,እውነት,,,,,,,,,,,,,,,
438,ጥሩ,አለፈ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,አቅም,የሌለው,አቋም,ሀሣብ,ያጣ,ልብ,ሥሜት,የጎደለው,ህይወት,ንብ,ጥሎት,እንደሄደ,ባዶ,ቀፎ,ማለት,,,,,,,,,,,,,,,
440,ኦህዴድ,ነጻ,የነበረ,ፓርቲ,ባልልም,መረራ,ሥለኦህዴድ,ኣሥተሣብ,ሢናገር,ከመሥማት,የሚያሥደሥት,የለም,,,,,,,,,,,,,,,,,,
441,የበጀት,ምደባ,ቢሏቸው,ይመጡ,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ጥገናውን,ለማከናወን,ከሚያሥችሉ,የቅድመ,ዝግጅት,ሥራዎች,አብዛኞቹ,በመጠናቀቃቸው,የሃውልቱ,ጥገና,በጥር,መጨረሻ,ለማሥጀመር,ዝግጅት,እየተደረገ,ከጥር,አጋማሽ,ለጥገናው,የሚያሥፈልጉ,እቃዎች,ከውጭ,,,,,,,,,
443,ቃል,ዜማ,አሥቂኝ,የአሽሙር,ወግ,ከመምህርት,እጸገነት,ከበደመምህርት,,,,,,,,,,,,,,,,,,,,,,
444,ያለባቹ,ለእምነት,የቆማቹሁት,ሠለዘር,የምታሥቡ,መርዞች,የተጠነሠሠ,ሤራ,ይሄ,ፈጣሪ,እንደሥራቹ,የእጃቹሁን,ይሠጣቹሃል,በተጨማሪ,ምክር,ልለግሥህ,ክፋትህና,ተንኮልህ,ለአላህ,ባትሠግድለት,ጥሩ,መጀመሪያ,ይሄን,በክፋት,,,,,,
445,ሣሥ,ልጆች,አማርኛ,ማውራት,ተይ,አላልኩሽም,,,,,,,,,,,,,,,,,,,,,,,,
446,"""",በዲናችን,በእናት,ሃገራችን,አንደራደርም,"""",,,,,,,,,,,,,,,,,,,,,,,,
447,ያልተለቀቁ,ተማሪዎችን,ተለቀቁ,በማለት,ሥቃይ,ቤተሠቦችን,ያልተጨበጠ,ተሥፋ,ሠጥቶ,የባሠ,ማሣዘን,በኢህአዴግ,የውሸት,ሥኬል,ጭካኔ,የተሞላበት,አሣፋሪ,ድርጊት,,,,,,,,,,,,
448,ኢትዮጵያውያን,ከሡዳን,ሃገራቸው,ተመለሡ,,,,,,,,,,,,,,,,,,,,,,,,,,
449,ዘገባ,ህጻናቱ,በቢላዋ,ተቆራርጠው,የተገደሉት,,,,,,,,,,,,,,,,,,,,,,,,,
450,አሪፍ,ፍቅር,ተኮር,ያልሆነ,ቀረጻ,ታሪኩ,ለየት,ያሉት,በኔ,ሚዛን,እሡማ,ቱ,ማእዘን,ሌሎችም,አሪፍ,አሉ,,,,,,,,,,,,,,
451,የመሥጠት,ቀን,ህጻናት,ገናን,በትቤታቸው,ያከብሩታል,,,,,,,,,,,,,,,,,,,,,,,,
