,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5144,ደግሞ,አንዳንዴ,የማያረጁ,አይበገሬ,የሚመስሉን,ሰዎች,ሲያረጁ,ድሮኧቸው,ቀልጠፍ,ቀልጠፍ,ማለት,ሲያቅታቸው,ሀሞታቸው,ፈሶ,አለሙን,ሲተውት,ስታይ,በቃ,ያሳዝናሉ,በተለይ,የራስህ,,,,,,,,,,,,,,,
5145,ከፊት,ከኋላ,በሆነች,አውቶብስ,እየሄድኩ,ጌታ,ሆይ,በዋዜማው,ፊንፊኔ,እንዳይወስዱኝ,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,ህወሀት,በፊትም,ከመሬት,ወረራው,ነጻ,ኦሮምያ,አመራር,የሚዘርፋት,አሁንም,ያው,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,ማግኘት,ቢቻል,ቆንጆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,ሳትለምኚኝ,የምትሄጂው,ዝም,ሀገር,መሰለሽ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,ቁምነገር,የሌለው,ዝም,የሚያወራ,ከንቱ,ውእቱ,ወ,ዘ,ተ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,ዳዊት,ልጠይቅህ,ኦሮሞ,ሰራዊት,ያሰለጠነው,በአብይ,የአማራን,ገንዘብ,ተጠቅሞ,ነገ,ወሎን,ለመውረር,አሰበዋል,ትነግረኛለህ,,,,,,,,,,,,,,,,,,,,,,
5151,ከተመሰረተ,ኛ,አመቱን,ያስቆጠረው,አዋሽ,ባንክ,ነገ,ጥር,በአዲስ,አበባ,ሶሰት,ከወለድ,ነጻ,አገልግሎት,የሚሰጡ,ቅርንጫፎችን,ሊከፍት,አስታወቀ,,,,,,,,,,,,,,,,,,
5152,ደምቢ,ዶሎ,ማህበረሰብ,አውሬና,ጨካኝ,ነውምስኪን,የድሃ,ተማሪዎች,ለታክሲና,ለሸቀጥ,መግዣ,እጥፍ,እንዲከፍሉ,ይደረግ,እንደነበር,ከተማሪዎች,ከራሳቸው,የሰማሁት,እውነተኛ,ታሪክ,ነውየአማራ,ክልል,ተማሪዎችን,በክልሉ,እንዲማሩ,ማመቻቸት,,,,,,,,,,
5153,እየተደረገ,ግልጽ,የዘር,ማጥፋት,ዘመቻ,የዘር,ማጥፋት,ግለሰብ,በማንነቱ,ምክንያት,መግደል,ሲጀመር,ኮፊ,አናን,,,,,,,,,,,,,,,,,,,,,,
5154,ለኔ,ቃራኒ,ፍልስፍናና,ግብ,ሰዎች,እስኪ,ዳርምየለሽ,በመረጃ,አስደግፈሽ,አቢይ,ጃዋርን,መጠቀሚያ,እንዳደረገው,አስረጂን,,,,,,,,,,,,,,,,,,,,,,
5155,ህዝብም,መሪም,የጠፋው,ህዝብም,መሪም,ብለህ,ትንሽ,ግራ,ታጋባለህ,ማለት,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,በመጀመሪያ,እውነቱ,ስለዘገብክ,የጋዜጠኝነትን,ሞራላዊ,ግዴታህን,ተወጥተሀል,አይተው,ሌሎቹም,እንዲማሩ,የፕሬስ,ነጻነት,ይከበር,የፕሬስን,ስነምግባርንም,እያከበሩ,እንዳለበት,እንዲረዳው,ያስፈልጋል,,,,,,,,,,,,,,,,,
5157,በጋራ,እንሰጣጥ,የሚለው,አማርኛ,ይመስልሃል,ታድያ,አንቴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,የዘመኑን,ስጋት,እኔም,የምጋራው,በተለይ,ከጎሳዬ,የቴዲን,ወዲህ,መጠበቅ,እራሱ,ያስፈራኝ,ይዟል,ያው,አብርሀም,ከጎኑ,ስላለ,የሱም,የሌሎችም,ድጋፍ,ታክሎበት,ማረፊያ,ስራ,ይዞ,የምጣል,ብዬ,ተስፋ,አድርጌአለሁ,,,,,,,,,
5159,በአማርኛ,ጉዳት,የለዉም,ካለዚያማ,ስንቱ,ዳታቤዝ,ይቀር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,ትናንት,መግለጫው,ሲሰጥ,ጫማው,የገረመኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,እውነቱን,የመናገር,ግደታ,አለብን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,ትንታኔ,ያስጠላሃል,ደጋግመው,እንደጸሎት,የሚደግሙትን,ቃል,መዘህ,ማለት,ብትላቸው,አይመልሱም,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,"""ያው",በክልሉ,ምክር,ቤት,በምርጫ,ቦርድ,አሻችዋለሁ,"ነው""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,ታምራት,ነገራ,ኤርትራን,አስመልክቶ,የተናገረዉ,ስህተት,ነዉ,ታምራት,የግሉን,አስተሳሰብ,ነዉ,ያንጸባረቀዉ,ተደማጭነት,ያለዉ,ግለሰብ,በመሆኑ,ጥንቃቄ,ነበረበት,,,,,,,,,,,,,,,,,,
5165,አብረን,እንሰራለን,ነዉ,ያለዉ,ዩኒቨርስቲ,ዉስጥ,ያለዉ,ግድያ,መንግስት,ከለላ,ሰቶአቸዉ,ነዉ,እያረጉ,ያሉት,እስቲ,ንገረኝ,በኢትዬጲያ,ታሪክ,ዘግናኝ,ተፈጽሞል,,,,,,,,,,,,,,,,
5166,እንደዛ,አይደል,የሚባለው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,አለመግባባቱ,ሆነና,ነጻ,ጋዜጠኛ,አይደለም,የሚለውስ,ለመጀመርታ,ጋዜጠኛ,ሳትሆን,ነጻ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,
5168,በምን,አረጋገጥሽ,ህወሀት,ይሄን,ከመሰለ,የፌደራል,ሀይል,ቢጣመር,ጥሩ,አይደለም,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,በየቀኑ,ማውራት,ያለብን,ኑሮ,ውድነት,በየቀኑ,አስቤዛ,አታረጉም,መሰለኝ,የሚያስጨንቃቹ,ፖለቲካ,,,,,,,,,,,,,,,,,,,,,,,,,
5170,አራጆቹና,መሪዎቹ,የነፍጠኛንስርአት,የሚናፍቁት,በመረጃ,እጅከፍንጅ,የተያዙመሆኑ,ያውቁይሆንሻሸመኔ,በቅርቡ,ቤክ,ሊያቅጥሉ,ሲሉ,የተያዙትን,ወጣቶች,ማይቱ,በቂ,ከየት,እንደመጡ,የያዙት,ገንዘብ,ምንጩንም,እስቲ,ጊዜ,ካልዎት,ይመርምሩት,,,,,,,,,,,
5171,ኦቦ,ዳውድ,ኢብሳ,ኦነግ,ኢህአዴግ,በነዛው,ፕሮፓጋንዳ,የኢትዮጵያ,ድርጅቱ,የተሳሳተ,ግንዛቤ,እንዲኖረው,በመደረጉ,ጋዜጠኞች,ጭምር,እንደሚፈሩዋቸው,ገለጹ,ሙሉውን,ክፍል,ክፍል,,,,,,,,,,,,,,,,
5172,የመንግስት,ሚናው,ወንጀል,በየቦታው,መሪዎቻ,ህግ,ከማስከበር,እንደማንኛውም,ተራ,ሀሳብ,ሰጪ,ሆኑ,ጥርስ,የሌለው,አንበሳ,,,,,,,,,,,,,,,,,,,,,
5173,ለመጪው,አገር,አቀፍ,ምርጫም,በተመሳሳይ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,ፖለቲከኞችንና,ጋዜጠኞችን,ዛሬ,የቤተሰብ,ጨዋታ,አየሁ,በምርጫ,ፖለቲከኞች,ለህዝብ,ቃል,ይገባሉ,ከቀረቡ,ጥያቄዎች,ዉስጥ,ፖለቲከኞች,የመለሱት,ነዉ,መራጩ,,,,,,,,,,,,,,,,,,
5175,የምትታይበትን,ምህዳር,ነውእኛ,እርስ,በርሳችን,በተባላን,ለሀገር,በቀሉም,ለድንበር,ተሻጋሪው,በዝባዥ,የበለጠ,ተጋላጭ,እንሆናለን,የተዋረድ,ኢእኩልነትን,ማየትና,እርሱን,በጋራ,መጋፈጥ,ባልቻልን,የቁልቁለት,እሽቅድምድማችን,እየከረረ,,,,,,,,,,,,
5176,ዝምተኛ,ልቦች,ይሆን,ቋንቋቸው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,ተመሳስሎ,የተከፈተ,የውሸት,መረጃ,የሚያሰራጭ,ነውና,ለፌስ,ቡክ,ሪፖርት,በማድረግ,ውሸትን,በጋራ,እንከላከል,,,,,,,,,,,,,,,,,,,,,,,
5178,ባህልን,ያደረጉ,መገለጫዎች,አሉት,መገለጫዎቹም,መደበኛና,ኢመደበኛ,ስርአታት,ስር,ሰደውና,ጎልተው,ሊይታዩ,ይችላሉ,የጎንዮሽ,ኢእኩልነት,አብላጫውን,የፖለቲካ,ንቅናቄ,ሂደትን,በሚቆጣጠር,ጊዜ,በተዋረድ,ኢእኩልነት,የፖለቲካና,,,,,,,,,,,,
5179,የጉራጌ,ማህበረሰብ,ተንቀን,ማንነታችንን,ክብራችን,ታታሪነታችን,ፍቅራችን,ህዝባችን,ታጋዮቻችን,ኤርሚያሳችን,ዳውዳችን,ሚፍታችን,ተነጥቀን,ብልጽግና,ሚባል,ፈጽሞ,አናውቅም,,,,,,,,,,,,,,,,,,,
5180,የምትጽፈው,የሚያስጠላኝ,ጥንብ,አላህ,የስራህን,ይስጥህ,ዘረኛ,ወራዳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,ተራሮች,ኢየሩሳሌምን,እንደከበቡ,ጌታ,በህዝቡ,ዙሪያ,ከከበበው,አሁንም,ለዘላለም,መዝ,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,ታሪክ,ሰርቶ,መለፍ,ጥሩ,ጸሀይቱ,ነሺ,ጀግና,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,አንገት,ደረት,እዛ,ሄደ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,በእዳ,ትምህርታቸውን,መከተላቸዉን,ማወቃቸው,ከግጭት,እንዱርቁ,ያረጋቸዋል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,አስተማሪ,አትጣላ,ባለፈው,ብናስቀይመው,ታሪክ,አስታውሶ,ፈተና,"""የአጼ",ቴዎድሮስን,የግራ,ካልሲ,የበላችውን,አይጥ,ተከታትሎ,ድል,የነሳት,ጀግናው,ግራ,,,,,,,,,,,,,,,,,,
5186,ህወሀት,ከአዲሱ,የብልጽግና,ፓርቲ,እንደማይዋሀድ,በድጋሚ,አስታውቆ,ከፌዴራሊስት,ሀይሎች,በጥምረት,በግንባርና,በትብብር,አብሮ,ለመስራት,ዝግጁ,ገልጿል,,,,,,,,,,,,,,,,,,,,
5187,"""ስለ",ህዝቡ,ሀጢአት,እለት,እለት,መስዋእትን,ሊያቀርብ,"አያስፈልገውም""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,ወዮ,አባቴ,ልሂድላችሁ,የቀድሞ,ተማሪዎቼን,የማላገኝበት,ልሂድ,ትልልቅ,ገና,ሳላጋምስ,አስረጁኝ,እኮ,,,,,,,,,,,,,,,,,,,,,,,,
5189,አሜን,አሜን,ሚኪ,አደረሰህ,ወንድሜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,ካገር,ያሉትሳእንደውም,የባሰባቸውእርስ,በእርስ,በሰፈር,የተከፋፈሉት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,በሀገር,ልማት,ጥናት,ኮሌጅ,በግብርና,በሳይንስ,ዘርፎች,ከፍተኛ,ጥናት,ያከናወኑት,ዶክተር,ስምአኒ,በዚሁ,ኮሌጅ,በጂኦግራፊ,ትምህርት,ለረጅም,አመታት,ጥናት,ያካሄዱት,ዶክተር,ደገፋ,ቶሎሳ,,,,,,,,,,,,,
5192,እርግጠኛ,አልነበርኩም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,ይሄ,አጋሰስ,"""",የራሷ,መከላከያ,የሌላት,ኤርትራ,ከአርሲ,ከምንትስ,የማትሻል,ኤርትራ,"""",ግም,አፉን,ሲከፍት,በንጹህ,አእምሮ,ወይስ,"""ያቺን","ቅጠል""",ሳብ,አርጎ,መጥቶ,ይሆን,ጎበዝ,"""ቆማጣን",ንን,ካላሉት,"""",ይባላል,እኮ,,,,,
5194,ጎዳና,ካናል,ካፌ,ጣና,ረውዳ,ሆቴል,ለተዝናነዉ,ባጃጅ,ሳይኖር,በፔጆ,ተሳፍረን,የሄድነው,ከትምህርት,በህላ,ቁርቁራና,ለበንያ,የበላነው,ብርቅ,,,,,,,,,,,,,,,,,,
5195,በወያኔ,ታስረው,የዋልድባ,መነኮሳት,ከእስር,ሲፈቱ,ለትራንስፖርት,ከኪሱ,ወጪ,አድርጎ,የአውሮፕላን,ቲኬት,የቆረጠላቸው,አህመዲን,ጀበል,አህመዲን,አባቶች,ጠይቋቸ,,,,,,,,,,,,,,,,,,
5196,በክልሉ,የልማት,ፕሮጀክቶች,የሚታየውን,ስርቆት,ለመከላከል,የኢንድስትሪ,ፖሊስ,በመተግበር,የክልሉ,ፖሊስ,ኮሚሽን,ገለጸ,,,,,,,,,,,,,,,,,,,,,,,
5197,ዜጎችን,ለአእምሮ,ጤና,እክል,የሚዳርጉ,ምርቶች,ሊጣል,ውይይት,እየተደረገበት,የሚገኘው,የኤክሳይዝ,ታክስ,መጠን,ሊጨመር,ሲሉ,ባለድርሻ,አካላት,ጠየቁ,,,,,,,,,,,,,,,,,,
5198,ሳሙኤል,ማለት,ጁሀር,ተከቧል,ድረሱለት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,ሀገር,እኩያ,አድርገው,ቀርጸዋቸው,ተናነቃቸው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,ያልከውን,ጣት,ለራስህ,ምከረው,ክልል,መጥተህ,ለማበጣበጥ,ለምትሞክረው,ወረኛ,ሴረኛ,የአማራ,ሙስሊም,ክርስቲያኑ,ሴራቹ,ገብቶታል,አስመሳይ,ለዛሬ,አልተሳካም,ጥፉ,መርዝ,,,,,,,,,,,,,,,,
5201,የኢትዮጵያ,ብሮድካስቲንግ,ኮርፖሬሽን,አስተዳደር,በትግራኛ,ቋንቋ,ክፍል,ያልተገባ,ተጽእኖ,እያሳደረ,ሲሉ,የትግራኛ,ክፍል,ባልደረቦች,ለቢቢሲ,ተናገሩ,,,,,,,,,,,,,,,,,,,,
5202,ጤናማ,ትክክለኛ,ስትናገር,ያምራል,ሁላችንም,ዩኒቨርሲቲ,እያለን,ዘር,ጠይቀን,የልብ,ጓደና,አላፈራንም,ዶርም,ዲፖርትመንት,ኳስ,አገናኝቶን,ተዋደን,ቀረን,ማንም,ከዘሩ,ፍንክች,የለም,ያሳዝናል,,,,,,,,,,,,,
5203,እረ,ማሰብም,አልፈልግም,ጥያቄ,ምንም,ሚመክረው,አንድም,ወዳጅ,አልነበረውም,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,በወለጋ,ዩኒቨርስቲ,ልጆቻችን,በደረሰው,አደጋ,እጅጉን,አዝኛለሁ,ለቤተሰቦቻቸው,መጽናናትን,እመኛለሁ,—,,,,,,,,,,,,,,,,,,,,,,,,,
5205,ምክንያቱን,አይተህ,ስታበቃ,እኮ,ባያረገን,ሊደንቅህ,የሚገባው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,መልስ,እር,ፍቅር,አስገድዶ,እሚገዛ,አምላክ,አደለም,ግን,በጎ,መጥፎውን,እንድንተው,ደጉን,እንድንይዝ,በተለያየ,ግዜ,ያስተምራል,ክፉ,ቢያገኘን,ነጻነታችን,ምግባራችን,ጎዳን,እር,አልጎዳንም,,,,,,,,,,,,,
5207,ታህሳስ,በርካታ,ወጣቶች,የተለያዩ,የሳይንስና,የፈጠራ,ውጤቶችን,እያበረከቱ,ከወዳደቁ,እቃዎች,የዲ,ህትመት,ማሽንና,የቴሌስኮፕ,መሳሪያ,ያዘጋጁ,ወጣት,የፈጠራ,ባለሙያዎች,ቴዎድሮስ,ብርሃኑ,,,,,,,,,,,,,,,
5208,ዝምበይ,ቋጣሪ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,መሃል,ል,ረስተው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,"""ህጻን",ተወልዶልናልና,ወንድ,ልጅም,ተሰጥቶናልና,አለቅነትም,በጫንቃው,ስሙም,ድንቅ,መካር,ሀያል,አምላክ,የዘላለም,አባት,የሰላም,አለቃ,"ይጠራል""",ኢሳያስ,,,,,,,,,,,,,,,,,,
5211,ትራኡማ,ስለሚጽፉ,አላምናቸውምለዚህ,እንደውም,አሪፍ,ማሳያ,የብሬ,የነጻነት,ጎህ,ምናምን,የሚለው,መጻፉን,አንብቤ,ሳልጨርስ,አይደል,እንዴ,ምንሽሩን,ውልውሎ,አስመራ,የከተተው,,,,,,,,,,,,,,,,
5212,የህወሀት,አስቸኳይ,ጠቅላላ,ጉባኤ,ፓርቲው,ብልጽግናን,እንደማይቀላቀል,ወስኗል,ኢህአዴግን,አፍርሶ,አዲስ,ፓርቲ,መመስረት,"""ታሪክ",የማይረሳው,"ስህተት""",ብሏል,ውሳኔው,ቀደም,በህወሀት,ስራ,አስፈጻሚና,ማእከላዊ,ኮሚቴ,ከተላለፈው,የተስማማ,,,,,,,,,,
5213,የዜጎች,ሞት,የቀን,ተቀን,ዜና,ሚሆንብሽ,ሀገር,ነገስ,ይሆን,የሚሞተው,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,የአማራ,ክልል,መንግስት,የመጅሊስን,ጥያቄዎች,ሳይመልስ,የተሰጠውን,ቀነ,ገደብ,ሰአት,አጠናቀቀ,መጅሊስ,ይል,ይሆን,በጉጉት,እንጠብቃለን,,,,,,,,,,,,,,,,,,,,
5215,የሰለጠኑ,አገርች,በአካባቢ,ጥበቃ,ቁርጠኛ,ባለመሆናቸው,አለም,በሰደድ,እሳት,እየተለበለበች,እየተቃጠለች,,,,,,,,,,,,,,,,,,,,,,,,,
5216,ኢትዮጵያውያን,ወገኖች,ልብ,እናድርግ,መቀሌ,የመሸጉት,ወያኔዎች,እንደተጠበቀው,ጮቤ,ረግጠዋል,ሰርግና,ምላሽ,ሆኖላቸዋል,የሰሞኑን,የአቶ,ለማ,መገረሳ,የፓለቲካ,እርምጃ,እስከመጨረሻው,ለማጦዝና,ከዚህም,ልዩነት,ለመጠቀም,,,,,,,,,,,,
5217,የሙስሊም,መስገጃዎች,ሲቃጠሉ,የሙስሊም,ንብረት,ሲወድሙ,ላልምዘገብ,ጠፍተህ,የመጣኸው,ልጅ,ነክ,ደናነክ,,,,,,,,,,,,,,,,,,,,,,,,
5218,የኢትዮጵያ,ግብርና,ያሉበትን,መሰናክሎች,ይለፋቸው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,የኢራን,ሚሳኤል,ተኩስ,ልክ,ድሮ,"""አልችለውም",ግን,ከነካኝ,"አልፈራውም""",እንደምንላት,ዲፕሎማሲ,ነበረች,ልተኩስ,ለኢራቅ,አሳውቃለች,ደሞ,አልሞተም,ኛው,የአለም,ጦርነት,ወፍ,የለም,,,,,,,,,,,,,,
5220,ህዳር,አክሱም,ጽዮን,የእመቤታችን,ጽላት,የገባችበት,አመታዊ,ታላቅ,በአል,በዚህች,እለት,ታቦተ,ጽዮን,ከነበረችበት,ድንኳን,ወጥታ,ማንም,ካህን,ሳይሸከማት,በተአምራት,አብርሃና,አጽብሀ,ወዳሰሩላት,ቤ,,,,,,,,,,,,
5221,መሰብሰብ,አትችሉም,ይሄ,"""የበላይ","አካል""",የሚባለዉ,አቶ,ጌታቸዉ,አሰፋ,አይቀርም,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,የኢህአዴግ,ውህደት,ጽንፈኛ,ብሄርተኝነትን,ይገታው,ይሆን,ክፍል,አሀዱ,መድረክ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,ፓርቲ,ሳይመረጥ,ስልጣን,የአአ,መስተዳደርም,የሰዎችን,የመናገር,የመሰብሰብ,የመደራጀት,ተደራጅቶም,ፓርቲ,የማቆቆም,መብቱን,እየነፈጉት,ያሉት,እሄ,ደግሞ,ህገወጥነት,ሳ,,,,,,,,,,,,,,,,,
5224,በጥቂት,ወሮ,በሎች,የዋህ,ያልበሰለ,አእምሮአቸው,ስለተሰለበ,ብዬ,አምናለሁ,እድሜ,ስናድግ,መርዛማ,ስርአት,ገና,ስር,አልሰደደም,ግን,እውነታው,,,,,,,,,,,,,,,,,,
5225,•,አይ,ልደቱ,አያሌው,"""ፖለቲካ",ያልተማሩ,ሰዎች,መሰብሰቢያ,"የለበትም""",ተምሯል,እንዴ,ማትሪክ,ደቅ,ታክሲ,ሲሾፍር,አልነበረም,እንዴ,ወይስ,ማንዴላ,የርቀት,ትምህርት,የተማረውን,ትምህርት,,,,,,,,,,,,,
5226,ፈጣሪየ,ሆይ,ብድር,የማያስፈረውን,የመንግስታችንን,ልቦና,ስጠኝ,ቢሊየን,ዶላር,ብድር,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,ከሌባ,ዘራፊ,ሰዶማዊ,ዘረኛ,ወያኔ,መኖር,ቀረ,ቢባል,ጸሀይ,ወጣለን,ማለት,,,,,,,,,,,,,,,,,,,,,,,,,
5228,ባሳለፍነው,በኦሮሚያ,ክልል,ቄለም,ወለጋ,ዞን,ሰዮ,ወረዳ,ጉቴ,ሰዮማ,ቀበሌ,በሚኖሩ,የአማራ,ተወላጆች,ታጣቂዎች,ጥቃት,ከፍተው,ሰዎች,መግደላቸውን,ሸሽስተው,ደንቢዶሎ,ከተማ,የመጡ,ነዋሪዎች,ተናገሩ,ታጣቂዎቹ,ሴቶችን,አፍነው,ወስደዋል,,,,,,,
5229,እስክንድር,ነጋ,"""ከቱ",የአዲስ,አበባ,ወንበሮች,ከተሸነፍኩ,ከፖለቲካው,ራሴን,"አገላለሁ""",•••,ፖለቲካው,እንዴ,,,,,,,,,,,,,,,,,,,,,,,
5230,አደረኩሽ,ግን,ሰሊ,ጋሽ,ጸጋዬን,አሳይተሽ,በሀፍረት,ታሸማቅቂኛለሽ,ውለታ,ቢስነቴን,ትገልጪብኛለሽ,ጋሽ,ጸጋዬ,እዳክ,ነፍስህ,በሰላም,ትረፍ,,,,,,,,,,,,,,,,,,,
5231,የህውሀት,ከፌደራል,መንግስት,የጥቅም,በፍርድ,ቤት,ፉክቻ,በህዝብ,የማይታወቅ,መረጃዋችን,ይፋ,ሊያወጣ,,,,,,,,,,,,,,,,,,,,,,,,
5232,"""አታላዩ",ያእቆብ,እስራኤል,አባት,ነፍስ,የገደለው,ሙሴ,ትሁትና,ነጻ,አውጪ,ስምኦን,ጴጥሮስ,ሳውልም,ጳውሎስ,ቅዱስ,የተለወጡ,ሰዎች,የታሪክ,,,,,,,,,,,,,,,,,,
5233,በአዲሱ,አመት,በመጀመሪያዋ,ቀን,የቀወሰ,ሃሳብ,አልጠበቅሁም,አቢይ,የሰላም,መልእክተኛ,የሀገር,ተስፋ,በዘመናችን,ያልታየ,ልዩ,መሪ,ሆድ,እንደባሰህ,እጠረጥራለሁ,ቻል,አርገው,አደረሰህ,,,,,,,,,,,,,,
5234,ብያለው,ልጀ,ኣትፍራ,ኣይዞክ,ምንልክ,ከጎንህ,ምንም,ኣትሆንም,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,እሱንኮ,ስህተት,ነበርን,የምለው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,ህወሀት,የነጃዋርን,የምርጫ,ቅንጅት,ካልተቀላቀለች,"""እውነተኛ","ፌደራሊስት""",የሚለው,ቅጽል,ትርጉም,ሊያጣ,ህወሀትን,ጃዋር,ድርድር,ቅንጅት,እንደሚገቡ,ተስፋ,አደርጋለሁ,,,,,,,,,,,,,,,,,,
5237,ውድ,ደንበኛችን,እባክዎ,የአገልግሎት,ቁጥርዎን,በመልእክት,ይላኩልን,እናይልዎታለን,እናመሰግናለን,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,በላ,አውሬ,መርዝ,ደሞ,አፍ,አለኝ,ብለህ,ታወራላህ,ጭራቅ,ዲያቢሎስ,ሴይጣናም,,,,,,,,,,,,,,,,,,,,,,,,,
5239,ብዙም,አትገረምየኢዜማም,ብዙው,አማራ,የሚሆነውይልቅ,ብዙ,የምትፎክርበትን,የፖሊሲ,አማራጭ,አሳየኝ,እኔም,ስለፌደራሊዝም,የጻፋትን,አንብብያለሁ,ከዛ,የፖሊሲ,አረፍተነገሩን,አሳየኝየፕሮግራሙን,ዝርዝር,ከቻልክ,ጨምርበት,,,,,,,,,,,,,,,
5240,ኖረ,እይባልም,ይሄ,አስበሀዋል,ያን,ሁሉጊዜ,ሲያደርግ,እንደነበረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,የእውነት,ፍቃድ,ምናምን,ተሰጥቶትታል,ጥር,ያቀርባል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,ይሄ,የወያኔ,ስራ,ወያኔ,የሌባብድን,ካልጠፋ,ኢትዪጽያ,ሰላም,አታገኝም,ወያኔ,በዘረፍው,ገንዘብ,ድሩዩ,እየገዛ,ዶክተር,አብይ,ማስተዳደር,እንደማይችል,ለማረግ,የወያኔ,ሀሳብ,,,,,,,,,,,,,,,
5243,ሴቶችዬ,ጠንካራ,ሁኑ,ሽንኩርት,ወንድ,ልጅ,እንዳያስለቅሳቹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,የጠሚው,ብሄራዊ,ደህንነት,አማካሪ,ጠይቅ,እንዘጥ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,የመጨረሻኮ,እግዜርን,ክፉ,ነውሚያረጉት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,ከሞጣው,የተቀናበረ,ጥቃት,ጀርባ,የክልሉን,መጅሊስ,ሊያፈርሱ,የሚንቀሳቀሱ,ሙስሊሞች,መኖራቸውን,ለሚወሰደው,እርምጃም,ህዝቡ,በጥቆማ,እንዲተባበር,ጠይቀዋል,ይገርማል,ተጠቂዎቹም,ተዘራፊዎቹም,,,,,,,,,,,,,,,,,
5247,እየዞርክ,አለብህ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,ኤጄቶ,ወንጀላቸው,ታስረው,የሚገኙ,ምሁራንን,ጥየቃ,ሀዋሳ,ማረምያ,ሲሄዱ,ልጆች,በመከላከያና,በከተማ,ፖሊስ,በመደብደብ,በመነሀሪያ,ፖሊስ,ጣቢያ,ይገኛሉ,,,,,,,,,,,,,,,,,,
5249,የታማኝ,ልጆች,አባት,አባት,ለደስታ,ምክንያት,ጥበበኛ,ልጆች,መኖራቸው,ደስ,ይላል,አባትህን,እናትህን,ደስታን,ስጠው,የወለደች,ሴት,ደስ,ይበላት,ምሳሌ,,,,,,,,,,,,,,,,
5250,እረ,ትንሽ,የሸቀልናትን,እስክንበላ,ግዜ,እንዲሰጡን,እንጠይቅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,ሀሀ,አስቂኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,ካልን,የኦሮሞ,የኢትዮጵያ,አካል,ስል,ግን,የኦሮሞ,ብቻውን,የኢትዮጵያ,ህልውናን,ይወጣል,ማስተካከል,ማለቴ,አይደለም,ኢትዮጵያዊ,ኦሮሞ,አየደለም,እኔነት,ይብቃን,እኛነትን,እንውለድ,,,,,,,,,,,,,,,
